page,line_num,text,fontname,size,x0,x1,y0,y1
80,24,deadline  0  1  0 ,BCDEEE+Calibri,11.039999999999964,143.66,465.91504000000003,284.09000000000003,295.13
80,25,acted  0  0  1 ,BCDEEE+Calibri,11.039999999999964,150.62,465.91504000000003,264.17,275.21
80,26,liaison  0  0  1 ,BCDEEE+Calibri,11.039999999999992,148.7,465.91504000000003,244.10000000000002,255.14000000000001
80,27,senior  0  0  1 ,BCDEEE+Calibri,11.039999999999992,149.18,465.91504000000003,224.18,235.22
80,28,business  0  0  1 ,BCDEEE+Calibri,11.039999999999992,143.9,465.91504000000003,204.26000000000002,215.3
80,29,various  0  0  1 ,BCDEEE+Calibri,11.039999999999992,146.78,465.91504000000003,184.34,195.38
80,30,global  0  0  1 ,BCDEEE+Calibri,11.039999999999992,149.42,465.91504000000003,164.42000000000002,175.46
80,31,stake  0  0  1 ,BCDEEE+Calibri,11.039999999999992,151.1,465.91504000000003,144.5,155.54
80,32,holder  0  0  1 ,BCDEEE+Calibri,11.040000000000006,148.46,465.91504000000003,124.58,135.62
80,33,recruited  0  0  1 ,BCDEEE+Calibri,11.040000000000006,142.46,465.91504000000003,104.66,115.7
80,34,65 ,BCDEEE+Calibri,9.959999999999994,306.79,319.12096,68.31,78.27
81,1,Tabel 4.27 Perhitungan manual TF korpus resume (lanjutan) ,BCDHEE+Calibri-Bold,12.0,162.74,463.73199999999997,742.42,754.42
81,2,Term  TF di Dokumen 1  TF di Dokumen 2  TF di Dokumen 3 ,BCDLEE+Calibri-BoldItalic,11.039999999999964,151.22,501.43504,722.5,733.54
81,3,analysts  0  0  1 ,BCDEEE+Calibri,11.039999999999964,144.98,465.91504000000003,702.58,713.62
81,4,process  0  0  1 ,BCDEEE+Calibri,11.039999999999964,145.94,465.91504000000003,682.66,693.6999999999999
81,5,suggest  0  0  1 ,BCDEEE+Calibri,11.039999999999964,146.06,465.91504000000003,662.74,673.78
81,6,best  0  0  1 ,BCDEEE+Calibri,11.039999999999964,153.38,465.91504000000003,642.82,653.86
81,7,practice  0  0  1 ,BCDEEE+Calibri,11.039999999999964,145.1,465.91504000000003,622.9,633.9399999999999
81,8,effective  0  0  1 ,BCDEEE+Calibri,11.039999999999964,143.54,465.91504000000003,602.98,614.02
81,9,method  0  0  1 ,BCDEEE+Calibri,11.039999999999964,145.34,465.91504000000003,583.03,594.0699999999999
81,10,"Selanjutnya  menghitung  Inverse  Document  Frequency  (IDF)  dengan menghitung terlebih dahulu nilai  Document  Frequency  (DF). Nilai DF  didapatkan dari  menghitung  jumlah  dokumen  yang  memiliki  suatu  term,  rumusnya  tertera pada  Persamaan  4.5,  mulai  dari  Persamaan  4.6  merupakan  contoh  perhitungan IDF untuk term “demonstrated”.  ",BCDEEE+Calibri,12.0,113.42,513.052,482.59,553.15
81,11,1+𝑁 𝐼𝐷𝐹 = log ( ) + 1               (4.5) ,BCDPEE+CambriaMath,8.519999999999982,120.62,505.852,458.23,474.93856
81,12,(𝑡) 1+𝑑𝑓,BCDPEE+CambriaMath,8.519999999999982,139.46,211.80198,453.33856000000003,465.45856
81,13,1+3 ( )𝐼𝐷𝐹 = log ( ) + 1 = log 2 + 1         (4.6) ,BCDPEE+CambriaMath,8.519999999999982,120.62,505.852,429.43,446.13856
81,14,(𝑑𝑒𝑚𝑜𝑛𝑠𝑡𝑟𝑎𝑡𝑒𝑑) 1+1,BCDPEE+CambriaMath,8.519999999999982,139.46,262.50308,424.53856,436.65855999999997
81,15,"𝐼𝐷𝐹 = 0,6931471806 + 1 = 1.693147181      (4.7) ",BCDPEE+CambriaMath,12.0,120.62,505.852,405.65,417.986
81,16,(𝑑𝑒𝑚𝑜𝑛𝑠𝑡𝑟𝑎𝑡𝑒𝑑),BCDPEE+CambriaMath,8.519999999999982,139.46,206.8658,404.35856,412.87856
81,17,Hasil IDF untuk semua term di korpus resume tertera pada Tabel 4.28. ,BCDEEE+Calibri,12.0,130.46,474.652,383.81,395.81
81,18,Tabel 4.28 Perhitungan manual IDF korpus resume ,BCDHEE+Calibri-Bold,12.0,186.17,440.332,363.17,375.17
81,19,Term  DF  IDF ,BCDLEE+Calibri-BoldItalic,11.039999999999964,167.78,454.15504000000004,343.25,354.28999999999996
81,20,"demonstrated  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,147.74,475.99504,323.33,334.36999999999995
81,21,"ability  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,165.86,475.99504,303.41,314.45
81,22,"design  2  1,287682072 ",BCDEEE+Calibri,11.039999999999964,165.02,475.99504,283.49,294.53
81,23,"developmentally  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,142.1,475.99504,263.57,274.60999999999996
81,24,"appropriate  1  1,693147181 ",BCDEEE+Calibri,11.039999999999992,153.02,475.99504,243.62,254.66
81,25,"lesson  1  1,693147181 ",BCDEEE+Calibri,11.039999999999992,165.38,475.99504,223.70000000000002,234.74
81,26,"activity  1  1,693147181 ",BCDEEE+Calibri,11.039999999999992,163.34,475.99504,203.78,214.82
81,27,"allow  1  1,693147181 ",BCDEEE+Calibri,11.039999999999992,167.54,475.99504,183.86,194.9
81,28,"integration  1  1,693147181 ",BCDEEE+Calibri,11.039999999999992,154.7,475.99504,163.94,174.98
81,29,"learning  1  1,693147181 ",BCDEEE+Calibri,11.039999999999992,161.3,475.99504,144.02,155.06
81,30,"style  1  1,693147181 ",BCDEEE+Calibri,11.039999999999992,168.98,475.99504,123.97999999999999,135.01999999999998
81,31,"highly  1  1,693147181 ",BCDEEE+Calibri,11.040000000000006,166.1,475.99504,104.05999999999999,115.1
81,32,66 ,BCDEEE+Calibri,9.959999999999994,306.79,319.12096,68.31,78.27
82,1,Tabel 4.28 Perhitungan manual IDF korpus resume (lanjutan) ,BCDHEE+Calibri-Bold,12.0,160.34,466.012,742.42,754.42
82,2,Term  DF  IDF ,BCDLEE+Calibri-BoldItalic,11.039999999999964,167.78,454.15504000000004,722.5,733.54
82,3,"educate  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,161.42,475.99504,702.58,713.62
82,4,"differentiated  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,148.46,475.99504,682.66,693.6999999999999
82,5,"classroom  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,156.86,475.99504,662.74,673.78
82,6,"determined  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,153.26,475.99504,642.82,653.86
82,7,"maximize  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,158.3,475.99504,622.9,633.9399999999999
82,8,"educational  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,153.26,475.99504,602.98,614.02
82,9,"achievement  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,150.62,475.99504,583.03,594.0699999999999
82,10,"student  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,162.26,475.99504,562.99,574.03
82,11,"trained  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,163.34,475.99504,543.07,554.11
82,12,"developmental  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,145.82,475.99504,523.15,534.1899999999999
82,13,"reading  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,162.62,475.99504,503.23,514.27
82,14,"assessments  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,151.46,475.99504,483.31,494.34999999999997
82,15,"digital  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,165.74,475.99504,463.39,474.42999999999995
82,16,"production  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,154.82,475.99504,443.47,454.51
82,17,"manager  2  1,287682072 ",BCDEEE+Calibri,11.039999999999964,159.74,475.99504,423.55,434.59
82,18,"responsible  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,153.74,475.99504,403.61,414.65
82,19,"aspect  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,164.9,475.99504,383.69,394.72999999999996
82,20,"premium  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,159.02,475.99504,363.77,374.80999999999995
82,21,"printing  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,162.02,475.99504,343.85,354.89
82,22,"graphic  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,162.98,475.99504,323.93,334.96999999999997
82,23,"company  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,159.02,475.99504,304.01,315.04999999999995
82,24,"delivering  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,157.46,475.99504,284.09000000000003,295.13
82,25,"high  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,169.82,475.99504,264.17,275.21
82,26,"quality  1  1,693147181 ",BCDEEE+Calibri,11.039999999999992,164.18,475.99504,244.10000000000002,255.14000000000001
82,27,"meet  1  1,693147181 ",BCDEEE+Calibri,11.039999999999992,167.78,475.99504,224.18,235.22
82,28,"client  1  1,693147181 ",BCDEEE+Calibri,11.039999999999992,167.18,475.99504,204.26000000000002,215.3
82,29,"direct  1  1,693147181 ",BCDEEE+Calibri,11.039999999999992,166.58,475.99504,184.34,195.38
82,30,"deadline  1  1,693147181 ",BCDEEE+Calibri,11.039999999999992,160.22,475.99504,164.42000000000002,175.46
82,31,"acted  1  1,693147181 ",BCDEEE+Calibri,11.039999999999992,167.06,475.99504,144.5,155.54
82,32,"liaison  1  1,693147181 ",BCDEEE+Calibri,11.040000000000006,165.14,475.99504,124.58,135.62
82,33,"senior  1  1,693147181 ",BCDEEE+Calibri,11.040000000000006,165.62,475.99504,104.66,115.7
82,34,67 ,BCDEEE+Calibri,9.959999999999994,306.79,319.12096,68.31,78.27
83,1,Tabel 4.28 Perhitungan manual IDF korpus resume (lanjutan) ,BCDHEE+Calibri-Bold,12.0,160.34,466.012,742.42,754.42
83,2,Term  DF  IDF ,BCDLEE+Calibri-BoldItalic,11.039999999999964,167.78,454.15504000000004,722.5,733.54
83,3,"business  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,160.34,475.99504,702.58,713.62
83,4,"various  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,163.22,475.99504,682.66,693.6999999999999
83,5,"global  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,165.98,475.99504,662.74,673.78
83,6,"stake  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,167.66,475.99504,642.82,653.86
83,7,"holder  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,164.9,475.99504,622.9,633.9399999999999
83,8,"recruited  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,159.02,475.99504,602.98,614.02
83,9,"analysts  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,161.42,475.99504,583.03,594.0699999999999
83,10,"process  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,162.38,475.99504,562.99,574.03
83,11,"suggest  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,162.62,475.99504,543.07,554.11
83,12,"best  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,169.94,475.99504,523.15,534.1899999999999
83,13,"practice  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,161.54,475.99504,503.23,514.27
83,14,"effective  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,159.98,475.99504,483.31,494.34999999999997
83,15,"method  1  1,693147181 ",BCDEEE+Calibri,11.039999999999964,161.9,475.99504,463.39,474.42999999999995
83,16,"Setelah  mendapatkan  nilai  Term  Frequency  (TF)  dan  Inverse  Document Frequency (IDF), nilai TF-IDF dapat didapatkan dengan mengalikan nilai TF dengan nilai  IDF  seperti  pada  Persamaan  4.8.  Contoh  perhitungan  manual  untuk  term “demonstrated” tertera mulai dari Persamaan 4.9  ",BCDEEE+Calibri,12.0,113.42,513.0400000000001,377.69,433.63
83,17,𝑇𝐹 − 𝐼𝐷𝐹 = 𝑇𝐹 × 𝐼𝐷𝐹              (4.8) ,BCDPEE+CambriaMath,12.0,120.62,505.852,357.05,369.386
83,18,"( )𝑡,𝑑 (𝑡,𝑑) (𝑡)",BCDPEE+CambriaMath,8.519999999999982,168.74,279.3458,355.75856,364.75856
83,19,"𝑇𝐹 − 𝐼𝐷𝐹 = 1 × 1,693147181 = 1,693147181    (4.9) ",BCDPEE+CambriaMath,12.0,120.62,505.852,335.33,347.666
83,20,"( )𝑑𝑒𝑚𝑜𝑛𝑠𝑡𝑟𝑎𝑡𝑒𝑑,𝑑1",BCDPEE+CambriaMath,8.519999999999982,168.74,248.1458,334.03856,343.03856
83,21,"𝑇𝐹 − 𝐼𝐷𝐹 = 0 × 1,693147181 = 0       (4.10) ",BCDPEE+CambriaMath,12.0,117.5,508.852,313.85,326.18600000000004
83,22,"( )𝑑𝑒𝑚𝑜𝑛𝑠𝑡𝑟𝑎𝑡𝑒𝑑,𝑑2",BCDPEE+CambriaMath,8.519999999999982,165.62,245.0258,312.55856,321.55856
83,23,"𝑇𝐹 − 𝐼𝐷𝐹 = 0 × 1,693147181 = 0       (4.11) ",BCDPEE+CambriaMath,12.0,117.5,508.852,292.49,304.826
83,24,"( )𝑑𝑒𝑚𝑜𝑛𝑠𝑡𝑟𝑎𝑡𝑒𝑑,𝑑3",BCDPEE+CambriaMath,8.519999999999982,165.62,245.0258,291.19856,300.19856
83,25,Hasil TF-IDF seluruh term pada ketiga dokumen tertera pada Tabel 4.29. ,BCDEEE+Calibri,12.0,130.46,483.772,271.13,283.13
83,26,Tabel 4.29 Perhitungan manual TF-IDF korpus resume ,BCDHEE+Calibri-Bold,12.0,178.61,447.892,250.49,262.49
83,27,Term  TF-IDF Dokumen 1  TF-IDF Dokumen 2  TF-IDF Dokumen 3 ,BCDLEE+Calibri-BoldItalic,11.039999999999992,151.22,505.03504000000004,230.54000000000002,241.58
83,28,"demonstrated  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999992,131.18,465.91504000000003,210.62,221.66
83,29,"ability  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999992,149.42,465.91504000000003,190.58,201.62
83,30,"design  1,287682072  1,287682072  0 ",BCDEEE+Calibri,11.039999999999992,148.46,465.91504000000003,170.66,181.7
83,31,"developmentally  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999992,125.54,465.91504000000003,150.74,161.78
83,32,"appropriate  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999992,136.46,465.91504000000003,130.82000000000002,141.86
83,33,"lesson  1,693147181  0  0 ",BCDEEE+Calibri,11.040000000000006,148.94,465.91504000000003,110.89999999999999,121.94
83,34,68 ,BCDEEE+Calibri,9.959999999999994,306.79,319.12096,68.31,78.27
84,1,Tabel 4.29 Perhitungan manual TF-IDF korpus resume (lanjutan) ,BCDHEE+Calibri-Bold,12.0,152.78,473.692,742.42,754.42
84,2,Term  TF-IDF Dokumen 1  TF-IDF Dokumen 2  TF-IDF Dokumen 3 ,BCDLEE+Calibri-BoldItalic,11.039999999999964,151.22,505.03504000000004,722.5,733.54
84,3,"activity  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999964,146.9,465.91504000000003,702.58,713.62
84,4,"allow  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999964,150.98,465.91504000000003,682.66,693.6999999999999
84,5,"integration  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999964,138.26,465.91504000000003,662.74,673.78
84,6,"learning  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999964,144.86,465.91504000000003,642.82,653.86
84,7,"style  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999964,152.54,465.91504000000003,622.9,633.9399999999999
84,8,"highly  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999964,149.66,465.91504000000003,602.98,614.02
84,9,"educate  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999964,144.98,465.91504000000003,583.03,594.0699999999999
84,10,"differentiated  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999964,132.02,465.91504000000003,562.99,574.03
84,11,"classroom  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999964,140.42,465.91504000000003,543.07,554.11
84,12,"determined  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999964,136.7,465.91504000000003,523.15,534.1899999999999
84,13,"maximize  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999964,141.74,465.91504000000003,503.23,514.27
84,14,"educational  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999964,136.7,465.91504000000003,483.31,494.34999999999997
84,15,"achievement  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999964,134.06,465.91504000000003,463.39,474.42999999999995
84,16,"student  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999964,145.82,465.91504000000003,443.47,454.51
84,17,"trained  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999964,146.78,465.91504000000003,423.55,434.59
84,18,"developmental  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999964,129.38,465.91504000000003,403.61,414.65
84,19,"reading  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999964,146.06,465.91504000000003,383.69,394.72999999999996
84,20,"assessments  1,693147181  0  0 ",BCDEEE+Calibri,11.039999999999964,135.02,465.91504000000003,363.77,374.80999999999995
84,21,"digital  0  3,386294361  0 ",BCDEEE+Calibri,11.039999999999964,149.3,465.91504000000003,343.85,354.89
84,22,"production  0  5,079441542  0 ",BCDEEE+Calibri,11.039999999999964,138.26,465.91504000000003,323.93,334.96999999999997
84,23,"manager  0  1,287682072  1,287682072 ",BCDEEE+Calibri,11.039999999999964,143.18,492.43504,304.01,315.04999999999995
84,24,"responsible  0  1,693147181  0 ",BCDEEE+Calibri,11.039999999999964,137.18,465.91504000000003,284.09000000000003,295.13
84,25,"aspect  0  1,693147181  0 ",BCDEEE+Calibri,11.039999999999964,148.46,465.91504000000003,264.17,275.21
84,26,"premium  0  1,693147181  0 ",BCDEEE+Calibri,11.039999999999992,142.58,465.91504000000003,244.10000000000002,255.14000000000001
84,27,"printing  0  1,693147181  0 ",BCDEEE+Calibri,11.039999999999992,145.46,465.91504000000003,224.18,235.22
84,28,"graphic  0  1,693147181  0 ",BCDEEE+Calibri,11.039999999999992,146.54,465.91504000000003,204.26000000000002,215.3
84,29,"company  0  1,693147181  0 ",BCDEEE+Calibri,11.039999999999992,142.46,465.91504000000003,184.34,195.38
84,30,"delivering  0  1,693147181  0 ",BCDEEE+Calibri,11.039999999999992,141.02,465.91504000000003,164.42000000000002,175.46
84,31,"high  0  1,693147181  0 ",BCDEEE+Calibri,11.039999999999992,153.38,465.91504000000003,144.5,155.54
84,32,"quality  0  1,693147181  0 ",BCDEEE+Calibri,11.040000000000006,147.74,465.91504000000003,124.58,135.62
84,33,"meet  0  1,693147181  0 ",BCDEEE+Calibri,11.040000000000006,151.34,465.91504000000003,104.66,115.7
84,34,69 ,BCDEEE+Calibri,9.959999999999994,306.79,319.12096,68.31,78.27
85,1,Tabel 4.29 Perhitungan manual TF-IDF korpus resume (lanjutan) ,BCDHEE+Calibri-Bold,12.0,152.78,473.692,742.42,754.42
85,2,Term  TF-IDF Dokumen 1  TF-IDF Dokumen 2  TF-IDF Dokumen 3 ,BCDLEE+Calibri-BoldItalic,11.039999999999964,151.22,505.03504000000004,722.5,733.54
85,3,"client  0  1,693147181  0 ",BCDEEE+Calibri,11.039999999999964,150.74,465.91504000000003,702.58,713.62
85,4,"direct  0  1,693147181  0 ",BCDEEE+Calibri,11.039999999999964,150.02,465.91504000000003,682.66,693.6999999999999
85,5,"deadline  0  1,693147181  0 ",BCDEEE+Calibri,11.039999999999964,143.66,465.91504000000003,662.74,673.78
85,6,"acted  0  0  1,693147181 ",BCDEEE+Calibri,11.039999999999964,150.62,492.43504,642.82,653.86
85,7,"liaison  0  0  1,693147181 ",BCDEEE+Calibri,11.039999999999964,148.7,492.43504,622.9,633.9399999999999
85,8,"senior  0  0  1,693147181 ",BCDEEE+Calibri,11.039999999999964,149.18,492.43504,602.98,614.02
85,9,"business  0  0  1,693147181 ",BCDEEE+Calibri,11.039999999999964,143.9,492.43504,583.03,594.0699999999999
85,10,"various  0  0  1,693147181 ",BCDEEE+Calibri,11.039999999999964,146.78,492.43504,562.99,574.03
85,11,"global  0  0  1,693147181 ",BCDEEE+Calibri,11.039999999999964,149.42,492.43504,543.07,554.11
85,12,"stake  0  0  1,693147181 ",BCDEEE+Calibri,11.039999999999964,151.1,492.43504,523.15,534.1899999999999
85,13,"holder  0  0  1,693147181 ",BCDEEE+Calibri,11.039999999999964,148.46,492.43504,503.23,514.27
85,14,"recruited  0  0  1,693147181 ",BCDEEE+Calibri,11.039999999999964,142.46,492.43504,483.31,494.34999999999997
85,15,"analysts  0  0  1,693147181 ",BCDEEE+Calibri,11.039999999999964,144.98,492.43504,463.39,474.42999999999995
85,16,"process  0  0  1,693147181 ",BCDEEE+Calibri,11.039999999999964,145.94,492.43504,443.47,454.51
85,17,"suggest  0  0  1,693147181 ",BCDEEE+Calibri,11.039999999999964,146.06,492.43504,423.55,434.59
85,18,"best  0  0  1,693147181 ",BCDEEE+Calibri,11.039999999999964,153.38,492.43504,403.61,414.65
85,19,"practice  0  0  1,693147181 ",BCDEEE+Calibri,11.039999999999964,145.1,492.43504,383.69,394.72999999999996
85,20,"effective  0  0  1,693147181 ",BCDEEE+Calibri,11.039999999999964,143.54,492.43504,363.77,374.80999999999995
85,21,"method  0  0  1,693147181 ",BCDEEE+Calibri,11.039999999999964,145.34,492.43504,343.85,354.89
85,22,70 ,BCDEEE+Calibri,9.959999999999994,306.79,319.12096,68.31,78.27
86,1,"Secara  bawaan,  TfidfTransformer  dari  library  Scikit-learn ",BCDEEE+Calibri,12.0,130.46,513.052,742.42,754.42
86,2,2,BCDEEE+Calibri,8.039999999999964,234.29,238.36628,727.8100000000001,735.85
86,3,mengimplementasikan  L   (Euclidean  distance)  norm  pada  hasil  perhitungan  TF- IDF.  Perhitungan  normalisasi  tertera  pada  Persamaan  4.12  dan  contoh perhitungannya untuk term “demonstrated” tertera mulai dari Persamaan 4.13 ,BCDEEE+Calibri,12.0,113.42,513.0160000000001,698.5,739.78
86,4,𝑣 𝑣 𝑣 = =              (4.12) ,BCDPEE+CambriaMath,8.519999999999982,117.5,508.852,676.18,692.88856
86,5,𝑛𝑜𝑟𝑚,BCDPEE+CambriaMath,8.519999999999982,123.26,146.34068,674.88856,683.40856
86,6,2 2 2‖ ‖𝑣 √𝑣 +𝑣 +⋯+𝑣,BCDPEE+CambriaMath,6.960000000000036,162.62,270.11120000000005,670.68856,680.5148800000001
86,7,2 1 2 𝑛,BCDPEE+CambriaMath,6.960000000000036,176.66,265.61072,669.35488,676.91488
86,8,"1,693147181 𝑣 =      (4.13) ",BCDPEE+CambriaMath,8.519999999999982,117.5,508.852,647.26,663.96856
86,9,"𝑛𝑜𝑟𝑚(𝑑𝑒𝑚𝑜𝑛𝑠𝑡𝑟𝑎𝑡𝑒𝑑,𝑑1)",BCDPEE+CambriaMath,8.519999999999982,123.86,226.42579999999998,645.96856,654.48856
86,10,"2 2 2√(1,693147181) +(1,693147181) +⋯+(0)",BCDPEE+CambriaMath,6.960000000000036,242.57,415.45120000000003,641.76856,651.59488
86,11,"1,693147181 𝑣 = = 0,2059410105       (4.14) ",BCDPEE+CambriaMath,8.519999999999982,117.5,508.852,618.22,634.92856
86,12,"𝑛𝑜𝑟𝑚(𝑑𝑒𝑚𝑜𝑛𝑠𝑡𝑟𝑎𝑡𝑒𝑑,𝑑1) 8,221515356",BCDPEE+CambriaMath,8.519999999999982,123.86,293.58292,613.32856,625.44856
86,13,0 𝑣 =            (4.15)  ,BCDPEE+CambriaMath,8.519999999999982,117.5,511.61199999999997,590.86,607.56856
86,14,"𝑛𝑜𝑟𝑚(𝑑𝑒𝑚𝑜𝑛𝑠𝑡𝑟𝑎𝑡𝑒𝑑,𝑑2)",BCDPEE+CambriaMath,8.519999999999982,123.86,226.42579999999998,589.56856,598.08856
86,15,2 2 2√(0) +(0) +⋯+(0),BCDPEE+CambriaMath,6.960000000000036,242.57,323.8912,585.33856,595.19488
86,16,0 𝑣 = = 0          (4.16) ,BCDPEE+CambriaMath,8.519999999999982,117.5,508.852,561.79,578.49856
86,17,"𝑛𝑜𝑟𝑚(𝑑𝑒𝑚𝑜𝑛𝑠𝑡𝑟𝑎𝑡𝑒𝑑,𝑑2) 8,823360017",BCDPEE+CambriaMath,8.519999999999982,123.86,293.58292,556.89856,569.01856
86,18,0 𝑣 =        (4.17) ,BCDPEE+CambriaMath,8.519999999999982,117.5,508.852,534.43,551.13856
86,19,"𝑛𝑜𝑟𝑚(𝑑𝑒𝑚𝑜𝑛𝑠𝑡𝑟𝑎𝑡𝑒𝑑,𝑑3)",BCDPEE+CambriaMath,8.519999999999982,123.86,226.42579999999998,533.13856,541.65856
86,20,"2 2 2√(0) +(0) +⋯+(1,693147181)",BCDPEE+CambriaMath,6.960000000000036,242.57,369.7312,528.93856,538.7648800000001
86,21,0 𝑣 = = 0           (4.18) ,BCDPEE+CambriaMath,8.519999999999982,117.5,508.852,505.51,522.21856
86,22,"𝑛𝑜𝑟𝑚(𝑑𝑒𝑚𝑜𝑛𝑠𝑡𝑟𝑎𝑡𝑒𝑑,𝑑3) 6,893916385",BCDPEE+CambriaMath,8.519999999999982,123.86,293.1058,500.61856,512.73856
86,23,Hasil akhir TF-IDF setelah normalisasi tertera pada tabel 4.30. ,BCDEEE+Calibri,12.0,130.46,432.05199999999996,480.91,492.91
86,24,Tabel 4.30 Perhitungan manual TF-IDF korpus resume setelah normalisasi ,BCDHEE+Calibri-Bold,12.0,129.14,497.332,460.27,472.27
86,25,Term  TF-IDF Dokumen 1  TF-IDF Dokumen 2  TF-IDF Dokumen 3 ,BCDLEE+Calibri-BoldItalic,11.039999999999964,151.22,505.03504000000004,440.23,451.27
86,26,"demonstrated  0,2059410105  0  0 ",BCDEEE+Calibri,11.039999999999964,131.18,465.91504000000003,420.31,431.34999999999997
86,27,"ability  0,2059410105  0  0 ",BCDEEE+Calibri,11.039999999999964,149.42,465.91504000000003,400.37,411.40999999999997
86,28,"design  0,1566234467  0,1459401033  0 ",BCDEEE+Calibri,11.039999999999964,148.46,465.91504000000003,380.45,391.48999999999995
86,29,"developmentally  0,2059410105  0  0 ",BCDEEE+Calibri,11.039999999999964,125.54,465.91504000000003,360.53000000000003,371.57
86,30,"appropriate  0,2059410105  0  0 ",BCDEEE+Calibri,11.039999999999964,136.46,465.91504000000003,340.61,351.65
86,31,"lesson  0,2059410105  0  0 ",BCDEEE+Calibri,11.039999999999964,148.94,465.91504000000003,320.69,331.72999999999996
86,32,"activity  0,2059410105  0  0 ",BCDEEE+Calibri,11.039999999999964,146.9,465.91504000000003,300.77,311.80999999999995
86,33,"allow  0,2059410105  0  0 ",BCDEEE+Calibri,11.039999999999964,150.98,465.91504000000003,280.85,291.89
86,34,"integration  0,2059410105  0  0 ",BCDEEE+Calibri,11.039999999999964,138.26,465.91504000000003,260.93,271.96999999999997
86,35,"learning  0,2059410105  0  0 ",BCDEEE+Calibri,11.039999999999992,144.86,465.91504000000003,240.98000000000002,252.02
86,36,"style  0,2059410105  0  0 ",BCDEEE+Calibri,11.039999999999992,152.54,465.91504000000003,221.06,232.1
86,37,"highly  0,2059410105  0  0 ",BCDEEE+Calibri,11.039999999999992,149.66,465.91504000000003,201.14000000000001,212.18
86,38,"educate  0,2059410105  0  0 ",BCDEEE+Calibri,11.039999999999992,144.98,465.91504000000003,181.22,192.26
86,39,"differentiated  0,2059410105  0  0 ",BCDEEE+Calibri,11.039999999999992,132.02,465.91504000000003,161.3,172.34
86,40,"classroom  0,2059410105  0  0 ",BCDEEE+Calibri,11.039999999999992,140.42,465.91504000000003,141.38,152.42
86,41,"determined  0,2059410105  0  0 ",BCDEEE+Calibri,11.040000000000006,136.7,465.91504000000003,121.33999999999999,132.38
